ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
18 WATER ROW,,GLASGOW,G51 2LQ,Retail/Financial,Retail/Financial and Professional services,94,36,C+,35.75,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"7,990.00",7.99,0.01
22 WATER ROW,,GLASGOW,G51 2LQ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,129,126,G,126.05,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"15,480.00",15.48,0.02
6 WATER ROW,,GLASGOW,G51 2LQ,Retail/Financial,Retail/Financial and Professional services,88,35,C+,35.01,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"7,480.00",7.48,0.01
16 WATER ROW,,GLASGOW,G51 2LQ,Retail/Financial,Retail/Financial and Professional services,146,38,C,38.41,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"17,520.00",17.52,0.02
10 WATER ROW,,GLASGOW,G51 2LQ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,152,118,G,118.36,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"18,240.00",18.24,0.02
12 WATER ROW,,GLASGOW,G51 2LQ,Retail/Financial,Retail/Financial and Professional services,154,10,A,9.98,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,620.00",4.62,0
SOUTH GLASGOW BAPTIST CHURCH,425 GOVAN ROAD,GLASGOW,G51 2PW,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",232,39,C,39.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"27,840.00",27.84,0.03
40 Carmichael Street,,Glasgow,G51 2QU,Office/Workshop,B1 Offices and Workshop businesses,1100,63,E+,62.52,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"132,000.00",132,0.13
"Unit L, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,148,15,A,15.44,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,440.00",4.44,0
"Unit J, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,163,20,B+,19.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,890.00",4.89,0
"Unit F, G and H Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,431,64,E+,63.78,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"12,930.00",12.93,0.01
"Unit K, Woodville Court",Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,164,10,A,10.38,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,920.00",4.92,0
Unit I Woodville Court,Woodville Street,Glasgow,G51 2RL,Storage/Distribution,Storage or Distribution,228,10,A,9.61,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,840.00",6.84,0.01
Beech House,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Office/Workshop,Offices and Workshop businesses,423,47,D+,47.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"42,300.00",42.3,0.04
Unit 2,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,440,43,C,43.26,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"13,200.00",13.2,0.01
Unit 3,115 Woodville Street,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,725,41,C,40.72,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"21,750.00",21.75,0.02
Unit 3,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,182,92,F,91.62,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,460.00",5.46,0.01
209 WOODVILLE STREET,,GLASGOW,G51 2RQ,Storage/Distribution,Storage or Distribution,2178,40,C,40.43,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"65,340.00",65.34,0.07
Unit 1,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,283,67,E+,67.32,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,490.00",8.49,0.01
157-159 Woodville Street G51 2RQ,,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,794,71,E,70.67,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"23,820.00",23.82,0.02
Unit 4,"Clifford Court, Ibrox Business Park",Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,280,91,F,91.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"8,400.00",8.4,0.01
"Warehouse Bays 6 & 7, Maritime House",143 Woodville Street,Glasgow,G51 2RQ,Storage/Distribution,Storage or Distribution,2340,7,A+,6.76,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"70,200.00",70.2,0.07
1 Albion Court Ibrox Business Park,157 Woodville Street,Glasgow,G51 2RQ,Office/Workshop,Offices and Workshop businesses,1202,36,C+,36.01,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"102,170.00",102.17,0.1
21-27 Woodville Street,,Glasgow,G51 2RY,Office/Workshop,Offices and Workshop businesses,481,7,A+,6.78,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,430.00",14.43,0.01
Units D-E Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,339,6,A+,6.34,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"10,170.00",10.17,0.01
Units A-E Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,792,12,A,12.39,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,760.00",23.76,0.02
Unit B Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,150,7,A+,6.99,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,500.00",4.5,0
Unit A Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,220,5,A+,4.94,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,600.00",6.6,0.01
Unit C Woodville Court,Woodville Street,Glasgow,G51 2RZ,General Industrial,General Industrial and Special Industrial Groups,294,4,A+,4.04,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,820.00",8.82,0.01
91 Whitefield Road,Govan,Glasgow,G51 2SD,Office/Workshop,Offices and Workshop businesses,970,18,B+,18.22,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"53,350.00",53.35,0.05
Suite 1 and 2,161-181 Whitefield Road,Glasgow,G51 2SD,Office/Workshop,B1 Offices and Workshop businesses,343,39,C,39.46,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"41,160.00",41.16,0.04
119 WHITEFIELD ROAD,,GLASGOW,G51 2SD,Office/Workshop,Offices and Workshop businesses,992,120,G,119.73,Heat pumps,Grid supplied,Oil,Heating and Natural Ventilation,,"119,040.00",119.04,0.12
Ground Floor Part Mariner House Watermark Business Park,355 Govan Road,Glasgow,G51 2SE,Office/Workshop,Offices and Workshop businesses,97,60,D,60.03,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"9,700.00",9.7,0.01
365 GOVAN ROAD,,GLASGOW,G51 2SE,Office/Workshop,Offices and Workshop businesses,948,16,B+,15.57,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"52,140.00",52.14,0.05
375 GOVAN ROAD,,GLASGOW,G51 2SE,Office/Workshop,Offices and Workshop businesses,1386,38,C,37.59,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"166,320.00",166.32,0.17
Ground Floor Pavilion 8 Watermark Business Park,315 Govan Road,Glasgow,G51 2SE,Office/Workshop,Offices and Workshop businesses,181,58,D,58.4,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"18,100.00",18.1,0.02
"Pavilion 7, Watermark Business Park",325 Govan Road,Glasgow,G51 2SE,Office/Workshop,Offices and Workshop businesses,462,74,E,73.99,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"55,440.00",55.44,0.06
345 Govan Road,,Glasgow,G51 2SE,Office/Workshop,Offices and Workshop businesses,772,20,B+,20.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"42,460.00",42.46,0.04
121 COPLAND ROAD,,GLASGOW,G51 2SL,Retail/Financial,Retail/Financial and Professional services,139,102,G,101.87,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"16,680.00",16.68,0.02
11 Fairley Street,,Glasgow,G51 2SN,General Industrial,General Industrial and Special Industrial Groups,605,130,G,129.89,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"72,600.00",72.6,0.07
OUR HQ,24 Fairley Street,Glasgow,G51 2SN,Office/Workshop,Offices and Workshop businesses,966,15,A,14.61,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,980.00",28.98,0.03
15 Fairley Street,,Glasgow,G51 2SN,General Industrial,General Industrial and Special Industrial Groups,1050,99,F,99.32,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"126,000.00",126,0.13
38 IBROX TERRACE,,GLASGOW,G51 2TB,Education,Non-residential Institutions: Education,178,29,B,28.82,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"9,790.00",9.79,0.01
150 COPLAND ROAD,,GLASGOW,G51 2UB,Retail/Financial,Retail/Financial and Professional services,48,57,D,56.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,800.00",4.8,0
178 COPLAND ROAD,,GLASGOW,G51 2UE,Retail/Financial,Retail/Financial and Professional services,34,194,G,193.92,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"4,080.00",4.08,0
176 COPLAND ROAD,,GLASGOW,G51 2UE,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,52,199,G,198.96,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,240.00",6.24,0.01
158 COPLAND ROAD,,GLASGOW,G51 2UE,Storage/Distribution,Storage or Distribution,1234,55,D,54.58,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"37,020.00",37.02,0.04
Copland House Ibrox Stadium,Edmiston Drive,Glasgow,G51 2XD,Retail/Financial,A1/A2 Retail and Financial/Professional services,878,88,F+,88.41,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"105,360.00",105.36,0.11
IBROX COMMUNITY TRUST,80 HINSHELWOOD DRIVE,GLASGOW,G51 2XP,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",1018,136,G,136.4,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"122,160.00",122.16,0.12
35 WHITEFIELD ROAD,,GLASGOW,G51 2YB,Office/Workshop,Offices and Workshop businesses,312,44,C,43.63,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"37,440.00",37.44,0.04
705 GOVAN ROAD,,GLASGOW,G51 2YJ,Retail/Financial,Retail/Financial and Professional services,282,65,E+,65.12,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"33,840.00",33.84,0.03
796 GOVAN ROAD,,GLASGOW,G51 2YL,General Assembly/Leisure,D2 General Assembly and Leisure plus Night Clubs and Theatres,377,223,G,222.71,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"45,240.00",45.24,0.05
788 Govan Road,,,G51 2YL,Retail/Financial,Retail/Financial and Professional services,152,88,F+,88.44,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"18,240.00",18.24,0.02
EDMISTON HOUSE,100 EDMISTON DRIVE,GLASGOW,G51 2YX,Library/Museum/Gallery,"Non-residential Institutions: Libraries, Museums, and Galleries",2525,7,A+,6.63,Photovoltaics,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"75,750.00",75.75,0.08
Unit 6,242 Edmiston Drive,Glasgow,G51 2YY,Office/Workshop,Offices and Workshop businesses,365,68,E+,68.27,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"43,800.00",43.8,0.04
Unit 5,210 Edmiston Drive,Glasgow,G51 2YY,Storage/Distribution,Storage or Distribution,1911,71,E,70.56,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"57,330.00",57.33,0.06
Unit 1,246 Edmiston Drive,Glasgow,G51 2YY,Office/Workshop,Offices and Workshop businesses,830,94,F,93.8,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"99,600.00",99.6,0.1
Unit 2 and 4,240 Edmiston Drive,Glasgow,G51 2YY,Storage/Distribution,Storage or Distribution,1146,60,D,59.86,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"34,380.00",34.38,0.03
Unit 3,218-228 Edmiston Drive,Glasgow,G51 2YY,Storage/Distribution,Storage or Distribution,1797,183,G,182.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"53,910.00",53.91,0.05
20 WANLOCK STREET,,GLASGOW,G51 3AB,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,769,71,E,71.4,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"115,350.00",115.35,0.12
382 Helen Street,,Glasgow,G51 3AD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,241,59,D,59.32,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"24,100.00",24.1,0.02
378 Helen Street,,Glasgow,G51 3AD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,133,21,B+,20.91,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,315.00",7.32,0.01
"Pavilion 2, Junction 24 Business Park",Helen Street,Lanarkshire,G51 3AD,Office/Workshop,Offices and Workshop businesses,871,26,B,26,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"47,905.00",47.91,0.05
380 Helen Street,,Glasgow,G51 3AD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,186,13,A,12.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,580.00",5.58,0.01
382 Helen Street,Goven,Glasgow,G51 3AD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,235,311,G,311.27,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,200.00",28.2,0.03
948 Govan Road,,Glasgow,G51 3AF,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,128,344,G,344.09,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"15,360.00",15.36,0.02
962 GOVAN ROAD,,GLASGOW,G51 3AJ,Retail/Financial,Retail/Financial and Professional services,76,21,B+,20.98,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,180.00",4.18,0
Govan Road Building,6 Harmony Row,Glasgow,G51 3BA,Office/Workshop,Offices and Workshop businesses,503,87,F+,86.72,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"60,360.00",60.36,0.06
6 HARMONY ROW,,GLASGOW,G51 3BA,Office/Workshop,Offices and Workshop businesses,1376,89,F+,89.41,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"165,120.00",165.12,0.17
Roseneath Street Building,6 Harmony Row,Glasgow,G51 3BA,Office/Workshop,Offices and Workshop businesses,761,80,E,80.3,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"91,320.00",91.32,0.09
9 HARMONY ROW,,GLASGOW,G51 3BB,Office/Workshop,Offices and Workshop businesses,39,22,B+,22.45,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"2,145.00",2.15,0
15 Shaw Street,,Glasgow,G51 3BJ,Retail/Financial,Retail/Financial and Professional services,56,29,B,28.77,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,080.00",3.08,0
70 SHAW STREET,,GLASGOW,G51 3BL,Office/Workshop,Offices and Workshop businesses,133,63,E+,62.94,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"15,960.00",15.96,0.02
88 LANGLANDS ROAD,,GLASGOW,G51 3BQ,Retail/Financial,Retail/Financial and Professional services,60,53,D,53.45,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,000.00",6,0.01
803 GOVAN ROAD,,GLASGOW,G51 3DJ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,648,138,G,138.44,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"77,760.00",77.76,0.08
901 GOVAN ROAD,,GLASGOW,G51 3DN,Retail/Financial,Retail/Financial and Professional services,46,33,C+,33.34,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,910.00",3.91,0
881 GOVAN ROAD,,GLASGOW,G51 3DN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,263,51,D+,51.33,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"26,300.00",26.3,0.03
905 GOVAN ROAD,,GLASGOW,G51 3DN,Retail/Financial,Retail/Financial and Professional services,36,27,B,26.82,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"1,980.00",1.98,0
897 GOVAN ROAD,,GLASGOW,G51 3DN,Retail/Financial,Retail/Financial and Professional services,136,22,B+,21.51,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"7,480.00",7.48,0.01
907 GOVAN ROAD,,GLASGOW,G51 3DN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,253,60,D,59.69,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"25,300.00",25.3,0.03
1002 Govan Road,,Glasgow,G51 3DU,Retail/Financial,A1/A2 Retail and Financial/Professional services,157,79,E,79,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"18,840.00",18.84,0.02
1008 GOVAN ROAD,,GLASGOW,G51 3DU,Retail/Financial,Retail/Financial and Professional services,66,12,A,12.21,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"1,980.00",1.98,0
1016 GOVAN ROAD,,GLASGOW,G51 3DU,Retail/Financial,Retail/Financial and Professional services,42,138,G,138.49,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,040.00",5.04,0.01
Warehouse 1,65 Craigton Road,Glasgow,G51 3EQ,Storage/Distribution,Storage or Distribution,489,68,E+,68.15,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"14,670.00",14.67,0.01
Turner Access,65 Craigton Road,Glasgow,G51 3EQ,Office/Workshop,Offices and Workshop businesses,636,39,C,39.41,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"76,320.00",76.32,0.08
Mitchells Powersystems Ltd,65 Craigton Road,Glasgow,G51 3EQ,Office/Workshop,Offices and Workshop businesses,604,38,C,37.63,Photovoltaics,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"72,480.00",72.48,0.07
University of Glasgow,65 Craigton Road,Glasgow,G51 3EQ,Office/Workshop,Offices and Workshop businesses,1271,39,C,38.62,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"152,520.00",152.52,0.15
Turner HQ Building,65 Craigton Road,Glasgow,G51 3EQ,Office/Workshop,Offices and Workshop businesses,3752,42,C,42.1,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"450,240.00",450.24,0.45
Assembly Unit,133 Helen Street,Glasgow,G51 3HA,General Industrial,General Industrial and Special Industrial Groups,418,79,E,79.14,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"50,160.00",50.16,0.05
23 ROBERT STREET,,GLASGOW,G51 3HB,Storage/Distribution,Storage or Distribution,2596,38,C,37.8,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"77,880.00",77.88,0.08
Broomloan Depot,Robert Street,Glasgow,G51 3HB,Office/Workshop,Offices and Workshop businesses,1133,17,B+,17.16,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"62,315.00",62.32,0.06
"Unit C, D and E  Citylink Industrial Estate",Helen Street,Glasgow,G51 3HD,Storage/Distribution,Storage or Distribution,1830,39,C,39.49,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"54,900.00",54.9,0.05
Unit J and K Citylink Industrial Estate,Helen Street,Glasgow,G51 3HD,General Industrial,General Industrial and Special Industrial Groups,999,66,E+,66.07,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"119,880.00",119.88,0.12
Storage Building,133 Helen Street,Glasgow,G51 3HD,Storage/Distribution,Storage or Distribution,414,72,E,71.83,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"12,420.00",12.42,0.01
"Unit F, G and H Citylink Industrial Estate",Helen Street,Glasgow,G51 3HD,Storage/Distribution,Storage or Distribution,1360,21,B+,20.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"40,800.00",40.8,0.04
73 Birkmyre Road,,Glasgow,G51 3HD,Office/Workshop,Offices and Workshop businesses,596,46,D+,45.95,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"59,600.00",59.6,0.06
Office Building,133 Helen Street,Glasgow,G51 3HD,Office/Workshop,Offices and Workshop businesses,299,78,E,78.33,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"35,880.00",35.88,0.04
Unit B Citylink Industrial Estate,Helen Street,Glasgow,G51 3HD,General Industrial,General Industrial and Special Industrial Groups,510,32,C+,31.9,None,Grid supplied,Other,Unconditioned,,"43,350.00",43.35,0.04
Unit A Citylink Industrial Estate,Helen Street,Glasgow,G51 3HD,Storage/Distribution,Storage or Distribution,467,67,E+,66.82,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"14,010.00",14.01,0.01
Workshop & Warehouse,133 Helen Street,Glasgow,G51 3HD,General Industrial,General Industrial and Special Industrial Groups,2232,67,E+,67.47,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"267,840.00",267.84,0.27
High Bay Building,133 Helen Street,Glasgow,G51 3HD,General Industrial,General Industrial and Special Industrial Groups,372,95,F,95.01,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"44,640.00",44.64,0.04
3 ROBERT DRIVE,,GLASGOW,G51 3HE,Storage/Distribution,Storage or Distribution,959,78,E,77.81,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,770.00",28.77,0.03
17 ROBERT DRIVE,,GLASGOW,G51 3HE,Office/Workshop,Offices and Workshop businesses,494,21,B+,20.57,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"27,170.00",27.17,0.03
15 ROBERT DRIVE,,GLASGOW,G51 3HE,Storage/Distribution,Storage or Distribution,3207,5,A+,5.06,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"96,210.00",96.21,0.1
7 Robert Drive,,Glasgow,G51 3HE,Storage/Distribution,Storage or Distribution,850,75,E,74.65,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"25,500.00",25.5,0.03
Police Scotland Digital Media Unit,505 Helen Street,Glasgow,G51 3HF,Office/Workshop,Offices and Workshop businesses,1583,26,B,25.75,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"87,065.00",87.07,0.09
POLICE SCOTLAND RADIO COMMUNICATIONS,499 HELEN STREET,GLASGOW,G51 3HF,Emergency service,Others: Emergency services,1321,15,A,15.38,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"52,840.00",52.84,0.05
POLICE SCOTLAND TELECOMMUNICATIONS BUILDING,515 HELEN STREET,GLASGOW,G51 3HF,Office/Workshop,Offices and Workshop businesses,6481,28,B,27.96,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"356,455.00",356.46,0.36
Pavilion 1 Junction 24 Business Park,,Glasgow,G51 3HF,Office/Workshop,Offices and Workshop businesses,771,43,C,43.39,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"92,520.00",92.52,0.09
6 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,288,39,C,39.23,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"8,640.00",8.64,0.01
4 Loanbank Place,Govan,Glasgow,G51 3HN,General Industrial,B2 to B7 General Industrial and Special Industrial Groups,558,48,D+,48.11,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"55,800.00",55.8,0.06
10 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,394,9,A,8.59,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"11,820.00",11.82,0.01
3 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,667,67,E+,67.49,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"20,010.00",20.01,0.02
4 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,563,9,A,9.34,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"16,890.00",16.89,0.02
9 Loanbank Place,,Glasgow,G51 3HN,General Industrial,General Industrial and Special Industrial Groups,721,30,B,30.15,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"39,655.00",39.66,0.04
8 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,368,9,A,8.51,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"11,040.00",11.04,0.01
1 LOANBANK PLACE,,GLASGOW,G51 3HN,Retail/Financial,A1/A2 Retail and Financial/Professional services,467,54,D,53.81,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"46,700.00",46.7,0.05
2 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,568,112,G,112.34,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"17,040.00",17.04,0.02
5 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Retail/Financial,Retail/Financial and Professional services,273,111,G,111.27,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"32,760.00",32.76,0.03
7 Harmony Court,Loanbank Place,Glasgow,G51 3HN,Storage/Distribution,Storage or Distribution,441,66,E+,65.53,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"13,230.00",13.23,0.01
Units 7&8,54 Helen Street,Glasgow,G51 3HQ,Storage/Distribution,Storage or Distribution,947,20,B+,19.53,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"28,410.00",28.41,0.03
Unit 2,54 Helen Street,Glasgow,G51 3HQ,Storage/Distribution,Storage or Distribution,439,111,G,110.71,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"13,170.00",13.17,0.01
Unit 4,54 Helen Street,Glasgow,G51 3HQ,General Industrial,General Industrial and Special Industrial Groups,951,24,B,24.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"52,305.00",52.31,0.05
